ICAO Code,IATA,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
MPDA,DAV,ENRIQUE MALEK INTERNATIONAL,DAVID,PANAMA,8.391,-82.435
MPHO,HOW,HOWARD AFB,HOWARD,PANAMA,8.914,-79.599
MPJE,N/A,JAQUE,JAQUE,PANAMA,7.517,-78.157
MPLP,N/A,CAP RAMON XATRUCH,LA PALMA,PANAMA,8.407,-78.142
MPMG,PAC,MARCOS A GELABERT INTERNATIONAL,PANAMA,PANAMA,8.973,-79.556
MPSA,N/A,RUBEN CANTU,SANTIAGO,PANAMA,8.086,-80.945
MPTO,PTY,TOCUMEN INTERNATIONAL,PANAMA CITY,PANAMA,9.071,-79.383
MRBA,N/A,BUENOS AIRES,BUENOS AIRES,COSTA RICA,9.167,-83.332
MRBC,N/A,BARRA DEL COLORADO,BARRA DEL COLORADO,COSTA RICA,10.769,-83.586
MRCC,OTR,COTO 47,COTO 47,COSTA RICA,8.601,-82.97
MRCV,N/A,CABO VELAS,CABO VELAS,COSTA RICA,10.356,-85.853
MREC,N/A,EL CARMEN,EL CARMEN,COSTA RICA,10.202,-83.472
MRFI,N/A,NUEVO PALMAR SUR,FINCA 10,COSTA RICA,8.916,-83.507
MRFS,N/A,FINCA 63,FINCA 63,COSTA RICA,8.652,-83.065
MRGF,GLF,GOLFITO,GOLFITO,COSTA RICA,8.654,-83.182
MRGP,N/A,GUAPILES,GUAPILES,COSTA RICA,10.217,-83.795
MRLB,LIR,DANIEL ODUBER QUIROS INTERNATIONAL,LIBERIA,COSTA RICA,10.593,-85.544
MRLC,N/A,LOS CHILES,LOS CHILES,COSTA RICA,11.035,-84.706
MRLM,LIO,LIMON INTERNATIONAL,LIMON,COSTA RICA,9.958,-83.022
MRNS,NOB,NOSARA,NOSARA BEACH,COSTA RICA,9.976,-85.653
MROC,SJO,JUAN SANTAMARIA INTERNATIONAL,SAN JOSE,COSTA RICA,9.994,-84.209
MRPD,N/A,PANDORA,PANDORA,COSTA RICA,9.732,-82.983
MRPM,PMZ,PALMAR SUR,PALMAR SUR,COSTA RICA,8.951,-83.468
MRPV,N/A,TOBIAS BOLANOS INTERNATIONAL,SAN JOSE,COSTA RICA,9.957,-84.142
MRQP,XQP,QUEPOS MANAGUA,QUEPOS,COSTA RICA,9.443,-84.13
MRSG,N/A,SANTA CLARA DE GUAPILES,SANTA CLARA,COSTA RICA,10.288,-83.714
MRSV,N/A,SAN VITO DE JAVA,SAN VITO DE JABA,COSTA RICA,8.826,-82.959
MSLP,SAL,EL SALVADOR INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13.441,-89.056
MSSS,N/A,ILOPANGO INTERNATIONAL,SAN SALVADOR,EL SALVADOR,13.7,-89.12
MTCH,CAP,CAP HAITIEN,CAP HAITIEN,HAITI,19.732,-72.195
MTPP,PAP,PORT AU PRINCE INTERNATIONAL,PORT-AU-PRINCE,HAITI,18.58,-72.293
MUBA,BCA,GUSTAVO RIZO,BARACOA PLAYA,CUBA,20.366,-74.506
MUBY,BYM,CARLOS MANUEL DE CESPEDES,BAYAMO,CUBA,20.396,-76.621
MUCA,AVI,MAXIMO GOMEZ,CIEGO DE AVILA,CUBA,22.027,-78.789
MUCB,N/A,CAIBARIEN,CAIBARIEN,CUBA,22.506,-79.47
MUCC,N/A,JARDINES DEL RAY,CUNAGUA,CUBA,22.461,-78.329
MUCF,CFG,JAIME GONZALEZ,CIENFUEGOS,CUBA,22.15,-80.414
MUCL,CYO,VILO ACUNA,CAYO,CUBA,21.616,-81.546
MUCM,CMW,IGNACIO AGRAMONTE INTERNATIONAL,CAMAGUEY,CUBA,21.42,-77.847
MUCU,SCU,ANTONIO MACEO INTERNATIONAL,SANTIAGO DE CUBA,CUBA,19.97,-75.836
MUFL,N/A,FLORIDA,FLORIDA,CUBA,21.5,-78.203
MUGM,N/A,GUANTANAMO BAY NS,GUANTANAMO,CUBA,19.906,-75.207
MUGT,GAO,MARIANA GRAJALES,GUANTANAMO,CUBA,20.085,-75.158
MUHA,HAV,JOSE MARTI INTERNATIONAL,HAVANA,CUBA,22.989,-82.409
MUHG,HOG,FRANK PAIS,HOLGUIN,CUBA,20.786,-76.315
MULM,LCL,LA COLOMA,LA COLOMA,CUBA,22.336,-83.642
MUMG,N/A,MANAGUA,MANAGUA,CUBA,22.97,-82.275
MUML,N/A,MARIEL,MARIEL,CUBA,23.007,-82.767
MUMO,MOA,ORESTES ACOSTA,MOA,CUBA,20.654,-74.922
MUMZ,MZO,SIERRA MAESTRA,MANZANILLO,CUBA,20.288,-77.089
MUNC,N/A,NICARO,NICARO,CUBA,20.689,-75.531
MUNG,GER,RAFAEL PEREZ,NUEVA GERONA,CUBA,21.835,-82.784
MUPB,N/A,PLAYA BARACOA,BARACOA PLAYA,CUBA,23.033,-82.579
MUPR,N/A,PINAR DEL RIO,PINAR DEL RIO NORTE,CUBA,22.421,-83.678
MUSA,N/A,SAN ANTONIO DE LOS BANOS,SAN ANTONIO DE BANOS,CUBA,22.871,-82.509
MUSC,SNU,ABEL SANTAMARIA,SANTA CLARA,CUBA,22.492,-79.944
MUSJ,N/A,SAN JULIAN,SAN JULIAN,CUBA,22.095,-84.152
MUSL,N/A,ROBERTO YAGUERO,SANTA LUCIA,CUBA,21.509,-77.017
MUSN,N/A,SIGUANEA,SIGUANEA,CUBA,21.642,-82.955
MUSS,N/A,SANCTI SPIRITUS,SANCTI SPIRITUS,CUBA,21.971,-79.442
MUTD,N/A,ALBERTO DELGADO,TRINIDAD,CUBA,21.788,-79.997
MUVR,VRA,JUAN GUALBERTO GOMEZ INTERNATIONAL,VARADERO,CUBA,23.034,-81.435
MUVT,VTU,HERMANOS AMEIJEIRAS,LAS TUNAS,CUBA,20.988,-76.936
MWCB,CYB,GERRARD SMITH INTERNATIONAL,CAYMAN BARAC,CAYMAN ISLANDS,19.687,-79.883
MWCR,GCM,OWEN ROBERTS INTERNATIONAL,GEORGETOWN,CAYMAN ISLANDS,19.293,-81.357
MYAB,N/A,CLARENCE A BAIN,CLARENCE BAIN,BAHAMAS,24.288,-77.684
MYAF,ASD,ANDROS TOWN,ANDROS TOWN,BAHAMAS,24.698,-77.796
MYAK,N/A,CONGO TOWN,CONGO TOWN,BAHAMAS,24.159,-77.59
MYAM,MHH,MARSH HARBOUR,MARSH HARBOR,BAHAMAS,26.511,-77.083
MYAN,SAQ,SAN ANDROS,SAN ANDROS,BAHAMAS,25.054,-78.049
MYAP,AXP,SPRING POINT,SPRING POINT,BAHAMAS,22.442,-73.971
MYAS,N/A,SANDY POINT,SANDY POINT,BAHAMAS,26.004,-77.395
MYAT,TCB,TREASURE CAY,TREASURE CAY,BAHAMAS,26.745,-77.391
MYBC,CCZ,CHUB CAY,CHUB CAY,BAHAMAS,25.417,-77.881
MYBG,N/A,GREAT HARBOUR CAY,BULLOCKS HARBOUR,BAHAMAS,25.738,-77.84
MYBS,BIM,SOUTH BIMINI,ALICE TOWN,BAHAMAS,25.7,-79.264
MYCA,N/A,ARTHURS TOWN,ARTHUR'S TOWN,BAHAMAS,24.629,-75.674
MYCB,N/A,NEW BIGHT,NEW BIGHT,BAHAMAS,24.315,-75.454
MYCI,N/A,COLONEL HILL,COLONEL HILL,BAHAMAS,22.746,-74.182
MYEF,GGT,EXUMA INTERNATIONAL,GREAT EXUMA,BAHAMAS,23.563,-75.878
MYEH,ELH,NORTH ELEUTHERA,NORTH ELEUTHERA,BAHAMAS,25.476,-76.681
MYEM,GHB,GOVERNORS HARBOUR,GOVERNOR'S HARBOR,BAHAMAS,25.284,-76.331
MYEN,N/A,NORMANS CAY,NORMAN'S CAY,BAHAMAS,24.594,-76.832
MYER,RSD,ROCK SOUND,ROCK SOUND,BAHAMAS,24.892,-76.178
MYES,N/A,STANIEL CAY,STANIEL CAY,BAHAMAS,24.169,-76.439
MYGF,FPO,GRAND BAHAMA INTERNATIONAL,FREEPORT,BAHAMAS,26.559,-78.695
MYGW,WTD,WEST END,WEST END,BAHAMAS,26.686,-78.978
MYIG,IGA,MATTHEW TOWN,MATTHEW TOWN,BAHAMAS,20.975,-73.667
MYLD,LGI,DEADMANS CAY,DEAD MAN'S CAY,BAHAMAS,23.179,-75.093
MYLS,SML,STELLA MARIS,STELLA MARIS,BAHAMAS,23.583,-75.269
MYMM,MYG,MAYAGUANA,MAYAGUANA,BAHAMAS,22.379,-73.013
MYNN,NAS,NASSAU INTERNATIONAL,NASSAU,BAHAMAS,25.039,-77.466
MYRD,N/A,DUNCAN TOWN,DUNCAN TOWN,BAHAMAS,22.182,-75.729
MYSM,ZSA,SAN SALVADOR,COCKBURN TOWN,BAHAMAS,24.063,-74.524
MZBZ,BZE,PHILIP S W GOLDSON INTERNATIONAL,BELIZE CITY,BELIZE,17.539,-88.308
NCAI,AIT,AITUTAKI,AITUTAKI,COOK ISLANDS,-18.825,-159.774
NCRG,RAR,RAROTONGA INTERNATIONAL,AVARUA,COOK ISLANDS,-21.203,-159.806
NFFN,NAN,NADI INTERNATIONAL,NANDI,FIJI,-17.754,177.443
NFNA,SUV,NAUSORI INTERNATIONAL,NAUSORI,FIJI,-18.043,178.559
NFNL,LMG,LABASA,LAMBASA,FIJI,-16.467,179.34
NFTF,TBU,FUA AMOTU INTERNATIONAL,TONGATAPU,TONGA,-21.241,-175.15
NFTL,HPA,HAAPAI,HA'APAI,TONGA,-19.777,-174.341
NFTV,VAV,VAVAU INTERNATIONAL,VAVA'U,TONGA,-18.585,-173.963
NGFU,FUN,FUNAFUTI INTERNATIONAL AIRPORT,FUNAFUTI,TUVALU ISLAND,-8.517,179.217
NGTA,TRW,BONRIKI INTERNATIONAL,TARAWA,KIRIBATI,1.381,173.147
NGTE,TBF,TABITEUEA NORTH,TABITEUEA NORTH,KIRIBATI,-1.224,174.776
NIUE,HUE,NIUE INTERNATIONAL,ALOFI,NEW ZEALAND,-19.08,-169.926
NLWW,WLS,HIHIFO,WALLIS,WALLIS & FUTUNA,-13.238,-176.199
NSFA,APW,FALEOLO INTERNATIONAL,FALEOLO,SAMOA,-13.83,-172.008
NSTU,PPG,PAGO PAGO INTERNATIONAL,PAGO PAGO,SAMOA,-14.331,-170.71
NTAR,RUR,RURUTU,RURUTU,FRENCH POLYNESIA,-22.434,-151.361
NTAT,TUB,TUBUAI,TUBUAI,FRENCH POLYNESIA,-23.365,-149.524
NTGA,AAA,ANAA,ANAA,FRENCH POLYNESIA,-17.353,-145.51
NTGB,N/A,FANGATAU,FANGATAU,FRENCH POLYNESIA,-15.82,-140.887
NTGC,TIH,TIKEHAU,TIKEHAU,FRENCH POLYNESIA,-15.119,-148.231
NTGE,REA,REAO,REAO,FRENCH POLYNESIA,-18.466,-136.439
NTGF,FAV,FAKARAVA,FAKARAVA,FRENCH POLYNESIA,-16.054,-145.657
NTGI,XMH,MANIHI,MANIHI,FRENCH POLYNESIA,-14.437,-146.07
NTGJ,GMR,TOTEGEGIE,TOTEGEGIE,FRENCH POLYNESIA,-23.08,-134.89
NTGK,KKR,KAUKURA,KAUKURA ATOLL,TUAMOTU ISLANDS,-15.663,-146.885
NTGM,MKP,MAKEMO,MAKEMO,FRENCH POLYNESIA,-16.585,-143.657
NTGN,NAU,NAPUKA,NAPUKA ISLAND,FRENCH POLYNESIA,-14.177,-141.267
NTGP,PKP,PUKA PUKA,PUKA PUKA,FRENCH POLYNESIA,-14.809,-138.813
NTGT,TKP,TAKAPOTO,TAKAPOTO,FRENCH POLYNESIA,-14.712,-145.253
NTGU,AXR,ARUTUA,ARUTUA,TUAMOTU ISLANDS,-15.248,-146.616
NTGV,MVT,MATAIVA,MATAIVA,FRENCH POLYNESIA,-14.868,-148.717
NTGY,N/A,TUREIA,TUREIA,FRENCH POLYNESIA,-20.783,-138.568
NTKR,TKX,TAKAROA,TAKAROA,FRENCH POLYNESIA,-14.456,-145.024
NTMD,NHV,NUKU HIVA,NUKU HIVA,FRENCH POLYNESIA,-8.796,-140.229
NTMN,N/A,ATUONA,HIVA-OA,FRENCH POLYNESIA,-9.769,-139.011
NTTB,BOB,BORA BORA,BORA BORA,FRENCH POLYNESIA,-16.444,-151.751
NTTG,RGI,RANGIROA,RANGIROA,FRENCH POLYNESIA,-14.954,-147.661
NTTH,HUH,HUAHINE,HUAHINE ISLAND,FRENCH POLYNESIA,-16.687,-151.022
NTTM,MOZ,TEMAE,MOOREA,FRENCH POLYNESIA,-17.49,-149.762
NTTO,HOI,HAO,HAO ISLAND,TUAMOTU ISLANDS,-18.075,-140.946
NTTP,MAU,MAUPITI,MAUPITI,FRENCH POLYNESIA,-16.426,-152.244
NTTR,RFP,UTUROA,RAIATEA ISLAND,FRENCH POLYNESIA,-16.723,-151.466
NTTX,N/A,MURUROA ATOLL,MURUROA,FRENCH POLYNESIA,-21.808,-138.794
NVSS,N/A,SANTO PEKOA INTERNATIONAL,SANTO,VANUATU,-15.501,167.222
NVVV,VLI,PORT VILA BAUERFIELD,PORT-VILA,VANUATU,-17.699,168.32
NWWD,KNQ,KONE,KONE,NEW CALEDONIA,-21.053,164.838
NWWK,KOC,KOUMAC,KOUMAC,NEW CALEDONIA,-20.546,164.256
NWWL,LIF,OUANAHAM,LIFOU,NEW CALEDONIA,-20.775,167.24
NWWM,GEA,NOUMEA MAGENTA,NOUMEA,NEW CALEDONIA,-22.258,166.473
NWWR,MEE,LA ROCHE,MARE,NEW CALEDONIA,-21.482,168.037
NWWU,TOU,TOUHO,TOUHO,NEW CALEDONIA,-20.791,165.259
NWWV,UVE,OUVEA OULOUP,OUVEA,NEW CALEDONIA,-20.641,166.573
NWWW,NOU,LA TONTOUTA,NOUMEA,NEW CALEDONIA,-22.014,166.213
NZAA,AKL,AUCKLAND INTERNATIONAL,AUCKLAND,NEW ZEALAND,-37.008,174.792
NZAP,TUO,TAUPO,TAUPO,NEW ZEALAND,-38.74,176.084
NZAR,N/A,ARDMORE,ARDMORE,NEW ZEALAND,-37.03,174.973
NZCH,CHC,CHRISTCHURCH INTERNATIONAL,CHRISTCHURCH,NEW ZEALAND,-43.489,172.532
NZCI,CHT,CHATHAM ISLANDS,CHATHAM ISLAND,NEW ZEALAND,-43.81,-176.457
NZDN,DUD,DUNEDIN,DUNEDIN,NEW ZEALAND,-45.928,170.198
NZGS,GIS,GISBORNE,GISBORNE,NEW ZEALAND,-38.663,177.978
NZGT,MON,GLENTANNER,GLENTANNER,NEW ZEALAND,-43.907,170.128
NZHK,HKK,HOKITIKA,HOKITIKA,NEW ZEALAND,-42.714,170.985
NZHN,HLZ,HAMILTON,HAMILTON,NEW ZEALAND,-37.866,175.332
NZHS,N/A,HASTINGS,HASTINGS,NEW ZEALAND,-39.647,176.767
NZKK,KKE,KERIKERI,KERIKERI,NEW ZEALAND,-35.263,173.912
NZKT,KAT,KAITAIA,KAITAIA,NEW ZEALAND,-35.07,173.285
NZLX,ALR,ALEXANDRA,ALEXANDRA,NEW ZEALAND,-45.212,169.373
NZMC,GTN,MOUNT COOK,MOUNT COOK,NEW ZEALAND,-43.765,170.133
NZMO,TEU,MANAPOURI,MANAPOURI,NEW ZEALAND,-45.533,167.65
NZMS,MRO,MASTERTON,MASTERTON,NEW ZEALAND,-40.973,175.634
NZNP,NPL,NEW PLYMOUTH,NEW PLYMOUTH,NEW ZEALAND,-39.009,174.179
NZNS,NSN,NELSON,NELSON,NEW ZEALAND,-41.298,173.221
NZNV,IVC,INVERCARGILL,INVERCARGILL,NEW ZEALAND,-46.412,168.313
NZOH,N/A,OHAKEA,OHAKEA,NEW ZEALAND,-40.206,175.388
NZOU,OAM,OAMARU,OAMARU,NEW ZEALAND,-44.97,171.082
NZPM,PMR,PALMERSTON NORTH,PALMERSTON NORTH,NEW ZEALAND,-40.321,175.617
NZPP,PPQ,PARAPARAUMU,PARAPARAUMU,NEW ZEALAND,-40.905,174.989
NZQN,ZQN,QUEENSTOWN,QUEENSTOWN INTERNATIONAL,NEW ZEALAND,-45.021,168.739
NZRO,ROT,ROTORUA,ROTORUA,NEW ZEALAND,-38.109,176.317
NZRU,N/A,WAIOURU,WAIOURU,NEW ZEALAND,-39.446,175.658
NZSP,N/A,SOUTH POLE STATION,STEPHEN'S ISLAND,NEW ZEALAND,-90,0
NZTG,TRG,TAURANGA,TAURANGA,NEW ZEALAND,-37.672,176.196
NZTU,TIU,TIMARU,TIMARU,NEW ZEALAND,-44.303,171.225
NZUK,N/A,PUKAKI,PUKAKI,NEW ZEALAND,-44.235,170.118
NZWB,BHE,WOODBOURNE,WOODBOURNE,NEW ZEALAND,-41.518,173.87
NZWD,N/A,MCMURDO STATION,WEYDON,NEW ZEALAND,-77.883,166.65
NZWF,WKA,WANAKA,WANAKA,NEW ZEALAND,-44.725,169.243
NZWG,N/A,WIGRAM,WIGRAM,NEW ZEALAND,-43.551,172.553
NZWK,WHK,WHAKATANE,WHAKATANE,NEW ZEALAND,-37.921,176.914
NZWN,WLG,WELLINGTON INTERNATIONAL,WELLINGTON,NEW ZEALAND,-41.327,174.805
NZWO,N/A,WAIROA,WAIROA,NEW ZEALAND,-39.007,177.407
NZWP,N/A,WHENUAPAI,WHENUAPAI,NEW ZEALAND,-36.788,174.63
NZWR,WRE,WHANGAREI,WHANGAREI,NEW ZEALAND,-35.768,174.365
NZWS,WSZ,WESTPORT,WESTPORT,NEW ZEALAND,-41.738,171.581
NZWU,WAG,WANGANUI,WANGANUI,NEW ZEALAND,-39.962,175.025
OAHR,HEA,HERAT,HERAT,AFGHANISTAN,34.21,62.228
OAJL,JAA,JALALABAD,JALALABAD,AFGHANISTAN,34.399,70.499
OAKB,KBL,KABUL INTERNATIONAL,KABUL,AFGHANISTAN,34.566,69.212
OAKN,KDH,KANDAHAR,KANDAHAR,AFGHANISTAN,31.506,65.848
OAMN,MMZ,MAIMANA,MAIMAMA,AFGHANISTAN,35.934,64.759
OAMS,MZR,MAZAR I SHARIF,MAZAR-I-SHARIF,AFGHANISTAN,36.707,67.209
OASD,N/A,SHINDAND,SHINDAND,AFGHANISTAN,33.391,62.261
OASG,N/A,SHEBERGHAN,SHEBERGHAN,AFGHANISTAN,36.75,65.912
OATQ,N/A,TALULQAN,TALUQAN,AFGHANISTAN,36.775,69.532
OAUZ,UND,KUNDUZ,KUNDUZ,AFGHANISTAN,36.665,68.911
OBBI,BAH,BAHRAIN INTERNATIONAL,BAHRAIN,BAHRAIN,26.271,50.634
OBBS,N/A,SHAIKH ISA,BAHRAIN,BAHRAIN,25.918,50.591
OEAB,AHB,ABHA,ABHA,SAUDI ARABIA,18.24,42.656
OEAH,LEA,AL AHSA,AL-AHSA,SAUDI ARABIA,25.284,49.486
OEBA,ABT,AL BAHA,EL-BAHA,SAUDI ARABIA,20.296,41.634
OEBH,BHH,BISHA,BISHA,SAUDI ARABIA,19.984,42.623
OEBQ,N/A,ABQAIQ,ABQAIQ,SAUDI ARABIA,25.911,49.591
OEDF,DMM,KING FAHD INTERNATIONAL,DAMMAM,SAUDI ARABIA,26.471,49.798
OEDR,DHA,KING ABDULAZIZ AB,DHAHRAN,SAUDI ARABIA,26.265,50.152
OEGN,GIZ,JAZAN,GIZAN,SAUDI ARABIA,16.901,42.586
OEGS,ELQ,GASSIM,GASSIM,SAUDI ARABIA,26.303,43.774
OEGT,URY,GURIAT,GURIAT,SAUDI ARABIA,31.411,37.279
OEHL,HAS,HAIL,HAIL,SAUDI ARABIA,27.438,41.686
OEJB,N/A,JUBAIL,JUBAIL,SAUDI ARABIA,27.039,49.405
OEJF,N/A,KING FAISAL NAVAL BASE,JEDDAH,SAUDI ARABIA,21.348,39.173
OEJN,JED,KING ABDULAZIZ INTERNATIONAL,JEDDAH,SAUDI ARABIA,21.679,39.156
OEKK,HBT,KING KHALED MILITARY CITY,KING KHALID MIL.CITY,SAUDI ARABIA,27.901,45.528
OEMA,MED,PRINCE MOHAMMAD BIN ABDULAZIZ,MADINAH,SAUDI ARABIA,24.553,39.705
OENG,EAM,NEJRAN,NEJRAN,SAUDI ARABIA,17.611,44.419
OEPA,AQI,QAISUMAH,HAFR AL-BATIN,SAUDI ARABIA,28.335,46.125
OEPC,N/A,PUMP STATION 3,PETROLINE 3,SAUDI ARABIA,25.174,47.488
OEPF,N/A,PUMP STATION 6,PETROLINE 6,SAUDI ARABIA,24.71,44.964
OEPJ,N/A,PUMP STATION 10,PETROLINE 10,SAUDI ARABIA,24.107,41.036
OERB,N/A,RABIGH,RABIGH,SAUDI ARABIA,22.703,39.07
OERF,RAH,RAFHA,RAFHA,SAUDI ARABIA,29.626,43.491
OERK,RUH,KING KHALED INTERNATIONAL,RIYADH,SAUDI ARABIA,24.957,46.699
OERM,N/A,RAS MISHAB,RASH MISHAB,SAUDI ARABIA,28.079,48.611
OERR,RAE,ARAR,ARAR,SAUDI ARABIA,30.907,41.138
OERT,N/A,RAS TANURA,RAS TANURA,SAUDI ARABIA,26.723,50.031
OESH,SHW,SHARURAH,SHARURAH,SAUDI ARABIA,17.467,47.121
OESK,AJO,AL JOUF,AL-JOUF,SAUDI ARABIA,29.785,40.1
OESL,SLF,SULAYEL,SULAYEL,SAUDI ARABIA,20.465,45.619
OETB,TUU,TABUK,TABUK,SAUDI ARABIA,28.365,36.619
OETF,TIF,TAIF,TAIF,SAUDI ARABIA,21.483,40.544
OETH,N/A,THUMAMAH,THUMAMAH,SAUDI ARABIA,25.214,46.641
OETN,N/A,RAS TANAJIB,RAS TANAJIB,SAUDI ARABIA,27.869,48.768
OETR,TUI,TURAIF,TURAIF,SAUDI ARABIA,31.692,38.731
OEWD,N/A,WADI AL DAWASIR,WADI-AL-DAWASIR,SAUDI ARABIA,20.504,45.199
OEWJ,EJH,WEJH,WEJH,SAUDI ARABIA,26.198,36.476
OEYN,YNB,YENBO,YENBO,SAUDI ARABIA,24.144,38.063
OIAA,ABD,ABADAN,ABADAN,IRAN,30.365,48.233
OIAD,N/A,DEZFUL,DEZFUL,IRAN,32.434,48.398
OIAG,N/A,AGHAJARI,AGHAJARI,IRAN,30.745,49.676
OIAH,N/A,GACHSARAN,GACHSARAN,IRAN,30.337,50.828
OIAI,QMJ,SHAHID ASYAEE,MASJED SOLEIMAN,IRAN,32.002,49.271
OIAJ,N/A,OMIDIYEH,OMIDYEH,IRAN,30.835,49.535
OIAM,MRX,MAHSHAHR,BANDAR MAHSHAHR,IRAN,30.556,49.152
OIAW,AWZ,AHWAZ,AHWAZ,IRAN,31.337,48.762
OIBA,N/A,ABUMUSA ISLAND,ABUMUSA I.,IRAN,25.876,55.033
OIBB,BUZ,BUSHEHR,BUSHEHR,IRAN,28.945,50.834
OIBH,N/A,BASTAK,BASTAK,IRAN,27.212,54.318
OIBI,N/A,ASALOYEH,GOLBANDI,IRAN,27.484,52.618
OIBK,KIH,KISH ISLAND,KISH ISLAND,IRAN,26.527,53.982
OIBL,BDH,BANDAR LENGEH,BANDAR LENGEH,IRAN,26.532,54.822
OIBQ,N/A,KHARK ISLAND,KHARK ISLAND,IRAN,29.259,50.324
OIBS,N/A,SIRRI ISLAND,SIRI ISLAND,IRAN,25.909,54.539
OIBV,N/A,LAVAN ISLAND,LAVAN ISLAND,IRAN,26.81,53.356
OICC,KSH,SHAHID ASHRAFI ESFAHANI,BAKHTARAN,IRAN,34.346,47.156
OICD,N/A,ABDANAN,ABDANAN,IRAN,32.934,47.483
OICI,N/A,ILAM,ILAM,IRAN,33.586,46.405
OICK,N/A,KHORAM ABAD,KHORRAM ABAD,IRAN,33.436,48.286
OICS,SDG,SANANDAJ,SANANDAJ,IRAN,35.247,47.007
OIFE,N/A,HESA,DARAN,IRAN,32.929,51.561
OIFH,N/A,SHAHID VATAN POUR AIR BASE,ESFAHAN,IRAN,32.567,51.691
OIFM,N/A,ESFAHAN SHAHID BEHESHTI INTERNATIONAL,ESFAHAN,IRAN,32.751,51.862
OIFP,N/A,BADR AIR BASE,SEPAH,IRAN,32.621,51.697
OIGG,RAS,RASHT,RASHT,IRAN,37.325,49.606
OIHH,N/A,HAMADAN,HAMADAN,IRAN,34.868,48.552
OIHR,N/A,ARAK,ARAK,IRAN,34.14,49.848
OIID,N/A,DOSHAN TAPPEH,TEHERAN,IRAN,35.703,51.475
OIIG,N/A,GHALE MORGHI,TEHERAN,IRAN,35.645,51.381
OIII,THR,MEHRABAD INTERNATIONAL,TEHERAN,IRAN,35.689,51.313
OIIK,N/A,GHAZVIN,GHAZVIN,IRAN,36.241,50.047
OIIS,N/A,SEMNAN,SEMNAN,IRAN,35.591,53.495
OIKB,BND,BANDAR ABBASS INTERNATIONAL,BANDAR ABBAS,IRAN,27.218,56.378
OIKJ,N/A,JIROFT,JIROFT,IRAN,28.727,57.67
OIKK,KER,KERMAN,KERMAN,IRAN,30.261,56.957
OIKM,N/A,BAM,BAM,IRAN,29.084,58.45
OIKP,N/A,HAVADARYA,BANDAR ABBAS,IRAN,27.158,56.172
OIKQ,N/A,DAYRESTAN,GHESHM I.,IRAN,26.755,55.902
OIKR,N/A,RAFSANJAN,RAFSANJAN,IRAN,30.298,56.052
OIKY,N/A,SIRJAN,SIRJAN,IRAN,29.551,55.672
OIMB,XBJ,BIRJAND,BIRJAND,IRAN,32.896,59.276
OIMC,N/A,SARAKHS,SARAKHS,IRAN,36.501,61.065
OIMJ,N/A,SHAHROUD,EMAM SHAHR,IRAN,36.424,55.106
OIMN,N/A,BOJNORD,BOJNORD,IRAN,37.493,57.301
OIMT,N/A,TABAS,TABAS,IRAN,33.668,56.892
OIMX,N/A,SOGA,SHAHR ABAD,IRAN,37.628,56.173
OINE,N/A,KALALEH,KALALEH,IRAN,37.383,55.452
OING,N/A,GORGAN,GORGAN,IRAN,36.909,54.402
OINM,N/A,MAHMUDABAD,MAHMOOD ABAD,IRAN,34.169,51.318
OINN,N/A,NOSHAHR,NOSHAHR,IRAN,36.663,51.465
OINR,RZR,RAMSAR,RAMSAR,IRAN,36.91,50.679
OINZ,N/A,SARI DASHT E NAZ,DASHT-E-NAZ,IRAN,36.644,53.188
OISD,N/A,DARAB,DARAB,IRAN,28.721,54.441
OISF,N/A,FASA,FASA,IRAN,28.892,53.723
OISJ,N/A,JAHROM,JAHROM,IRAN,28.586,53.579
OISL,N/A,LAR,LAR,IRAN,27.674,54.381
OISO,N/A,ZARGAN,ZARGHAN,IRAN,29.754,52.694
OISR,N/A,LAMERD,LAMERD,IRAN,27.371,53.189
OISS,SYZ,SHIRAZ SHAHID DASTGHAIB INTERNATIONAL,SHIRAZ,IRAN,29.539,52.589
OITL,N/A,ARDABIL,ARDABIL,IRAN,38.326,48.424
OITM,N/A,SAHAND,MARAGHEH,IRAN,37.349,46.126
OITP,N/A,PARSABADE MOGHAN,PARSABAD,IRAN,39.604,47.881
OITT,TBZ,TABRIZ INTERNATIONAL,TABRIZ,IRAN,38.133,46.235
OITZ,N/A,ZANJAN,ZANJAN,IRAN,36.774,48.36
OIYY,AZD,YAZD SHAHID SADOOGHI,YAZD,IRAN,31.905,54.276
OIZB,N/A,ZABOL,ZABOL,IRAN,31.097,61.544
OIZC,ZBR,CHAH BAHAR,CHAH BAHAR,IRAN,25.443,60.382
OIZH,ZAH,ZAHEDAN INTERNATIONAL,ZAHEDAN,IRAN,29.476,60.906
OIZI,N/A,IRAN SHAHR,IRAN SHAHR,IRAN,27.236,60.72
OIZJ,N/A,JASK,JASK,IRAN,25.653,57.799
OJAI,AMM,QUEEN ALIA INTERNATIONAL,AMMAN,JORDAN,31.722,35.993
OJAM,ADJ,MARKA INTERNATIONAL,AMMAN,JORDAN,31.972,35.991
OJAQ,AQJ,AQABA INTERNATIONAL,AQABA,JORDAN,29.611,35.018
OJJR,N/A,JERUSALEM,JERUSALEM,JORDAN,31.865,35.219
OJMF,OMF,KING HUSSEIN,MAFRAQ,JORDAN,32.356,36.259
